Id,Expected
285e26c90e1797c77826f9a7021bab9f_0,
285e26c90e1797c77826f9a7021bab9f_1,554864 49 556144 49 557424 49 558224 9 558234 9 558244 9 558694 69 559504 9 559514 9 559524 9 559974 69 560784 9 560794 9 560804 9 561254 69 562064 9 562074 9 562084 9 562534 69 563339 34 563804 94 564619 34 565084 94 565899 34 566364 94 567179 34 567644 94 568444 9 568454 39 568914 109 569724 9 569734 39 570194 109 571004 9 571014 39 571474 109 572284 9 572294 39 572754 109 573564 54 574024 139 574844 54 575304 139 576124 54 576584 139 577404 59 577854 149 578684 59 579134 149 579964 59 580414 149 581244 59 581694 149 582519 64 582964 174 583799 64 584244 174 585079 64 585524 174 586359 64 586804 174 587634 69 588074 189 588914 69 589354 189 590194 69 590634 189 591474 69 591914 189 592749 79 593189 199 594029 79 594469 199 595309 79 595749 199 596584 89 597024 209 597864 89 598304 209 599144 89 599584 209 600424 89 600864 209 601704 94 602134 224 602984 94 603414 224 604264 94 604694 224 605544 94 605974 224 606824 94 607249 234 608104 94 608529 234 609384 94 609809 234 610664 94 611089 234 611939 99 612369 244 613219 99 613649 244 614499 99 614929 244 615779 104 616204 249 617059 104 617484 249 618339 104 618764 249 619619 104 620044 249 620899 104 621324 254 622179 104 622604 254 623459 104 623884 254 624739 104 625164 254 626014 109 626439 264 627294 109 627719 264 628574 109 628999 264 629854 109 630279 264 631129 114 631559 269 632409 114 632839 269 633689 114 634119 269 634964 119 635394 279 636244 119 636674 279 637524 119 637954 279 638804 119 639234 279 640084 124 640514 284 641364 124 641794 284 642644 124 643074 284 643924 124 644354 284 645204 124 645634 284 646484 124 646914 284 647764 124 648194 284 649044 124 649474 284 650324 124 650754 289 651604 124 652034 289 652884 124 653314 289 654164 129 654594 289 655444 129 655874 289 656724 129 657154 289 658004 129 658434 289 659284 129 659714 294 660564 129 660994 294 661844 129 662274 294 663124 129 663554 294 664409 124 664829 304 665689 124 666109 304 666969 124 667389 304 668249 124 668669 304 669529 124 669949 304 670809 124 671229 304 672089 124 672509 304 673369 124 673789 304 674649 124 675069 304 675929 124 676349 304 677209 124 677629 304 678489 129 678909 309 679769 129 680189 309 681049 129 681469 309 682329 129 682749 309 683604 134 684029 314 684884 134 685309 314 686164 134 686589 314 687444 134 687869 314 688724 9 688734 124 689149 314 690004 9 690014 124 690429 314 691284 9 691294 124 691709 314 692564 9 692579 119 692989 314 693844 9 693859 119 694269 314 695124 9 695139 119 695549 314 696404 9 696419 119 696829 314 697684 9 697704 114 698109 319 698964 9 698984 114 699389 319 700244 9 700264 114 700669 319 701524 9 701544 114 701949 319 702814 9 702824 119 703229 319 704094 9 704104 119 704509 319 705374 9 705384 119 705789 319 706654 9 706664 119 707069 319 707934 9 707944 124 708349 319 709214 9 709224 124 709629 319 710494 9 710504 124 710909 319 711789 124 712189 324 713069 124 713469 324 714349 124 714749 324 715629 124 716029 324 716909 124 717309 324 718189 124 718589 324 719469 124 719869 324 720749 124 721149 324 722029 124 722429 324 723309 124 723709 324 724589 124 724989 324 725870 123 726270 323 727154 124 727554 319 728434 124 728834 319 729714 124 730114 319 730999 119 731394 319 732279 119 732674 319 733559 119 733954 319 734839 119 735234 319 736119 119 736509 329 737399 119 737789 329 738679 119 739069 329 739959 119 740349 329 741244 119 741629 329 742524 119 742909 329 743804 119 744189 329 745084 119 745471 327 746364 9 746374 109 746754 329 747644 9 747654 109 748034 329 748924 9 748934 109 749314 329 750219 19 750239 79 750599 19 750619 304 751499 19 751519 79 751879 19 751899 304 752779 19 752799 79 753159 19 753179 304 754059 19 754079 79 754439 19 754459 304 755344 9 755364 19 755384 9 755394 44 755724 14 755739 304 756624 9 756644 19 756664 9 756674 44 757004 14 757019 304 757904 9 757924 19 757944 9 757954 44 758284 14 758299 304 759184 9 759204 19 759224 9 759234 44 759564 14 759579 304 760489 9 760504 9 760519 44 760844 14 760859 304 761769 9 761784 9 761799 44 762124 14 762139 304 763049 9 763064 9 763079 44 763404 14 763419 304 764344 9 764364 9 764374 9 764384 9 764394 9 764684 9 764704 299 765624 9 765644 9 765654 9 765664 9 765674 9 765964 14 765984 299 766904 9 766924 9 766934 9 766944 9 766954 9 767244 14 767264 299 768184 9 768204 9 768214 9 768224 9 768234 9 768524 14 768544 299 769809 9 769824 299 771089 9 771104 299 772369 9 772384 299 773649 9 773664 299 774944 129 775074 174 776224 129 776354 174 777504 129 777634 174 778784 129 778914 174 780069 109 780179 9 780194 174 781349 109 781459 9 781474 174 782629 109 782739 9 782754 174 783909 104 784034 9 784044 164 785189 104 785314 9 785324 164 786469 104 786594 9 786604 164 787749 104 787874 9 787884 164 789039 79 789164 169 790319 79 790444 169 791599 79 791724 169 792879 79 793004 169 794164 69 794284 169 795444 69 795564 169 796724 69 796844 169 798004 69 798124 169 799289 9 799299 29 799329 9 799409 164 800569 9 800579 29 800609 9 800689 164 801849 9 801859 29 801889 9 801969 164 803144 9 803254 163 804424 9 804534 164 805704 9 805814 164 806984 9 807094 164 808379 159 809659 159 810939 159 812219 159 813499 159 814779 159 816059 159 817339 159 818624 159 819904 159 821184 159 822464 159 823744 159 825024 159 826304 159 827589 154 828869 154 830149 154 831429 154 832709 154 833989 154 835269 154 836549 154 837829 154 839109 154 840389 154 841674 149 842954 149 844234 149 845514 149 846799 139 848079 139 849359 139 850639 139 851924 134 853204 134 854484 134 855764 134 857049 129 858329 129 859609 129 860894 124 862174 124 863454 124 864734 124 866019 114 867299 114 868579 114 869859 114 871144 109 872424 109 873704 109 874984 109 876264 104 877544 104 878824 104 880104 99 881384 99 882664 99 883944 99 885229 9 885239 79 886509 9 886519 79 887789 9 887799 79 889069 9 889079 79 890364 69 891644 69 892924 69 894204 69 895489 64 896769 64 898049 64 899334 39 899374 9 899384 9 900614 39 900654 9 900664 9 901894 39 901934 9 901944 9 903174 39 903214 9 903224 9 904459 9 904469 9 904479 9 905739 9 905749 9 905759 9 907019 9 907029 9 907039 9 908299 9 908309 9 908319 9
268d4b4ef4d95ceea11957998906d369_0,607189 29 608469 29 609749 29 611029 29 612294 59 613574 59 614854 59 616129 69 617409 69 618689 69 619969 69 621244 79 622524 79 623804 79 625084 79 626359 89 627639 89 628919 89 630199 89 631474 104 632754 104 634034 104 635304 119 636584 119 637864 119 639144 119 640419 134 641699 134 642979 134 644259 134 645534 139 646814 139 648094 139 649374 139 650649 154 651929 154 653209 154 654489 159 655769 159 657049 159 658329 159 659604 169 660884 169 662164 169 663444 169 664724 174 666004 174 667284 174 668564 174 669839 184 671119 184 672399 184 673679 194 674959 194 676239 194 677519 194 678799 204 680079 204 681359 204 682639 204 683919 209 685199 209 686479 209 687759 209 689034 219 690314 219 691594 219 692874 224 694154 224 695434 224 696714 224 697994 239 699274 239 700554 239 701834 239 703114 239 704394 239 705674 239 706954 239 708234 249 709514 249 710794 249 712074 249 713354 249 714634 249 715914 249 717194 259 718474 259 719754 259 721034 259 722314 259 723594 259 724874 259 726155 258 727439 259 728719 259 729999 259 731279 259 732559 259 733839 259 735119 259 736399 264 737679 264 738959 264 740239 264 741519 269 742799 269 744079 269 745359 269 746639 274 747919 274 749199 274 750484 269 751764 269 753044 269 754324 269 755604 269 756884 269 758164 269 759444 269 760724 274 762004 274 763284 274 764569 269 765849 269 767129 269 768409 269 769689 269 770969 269 772249 269 773529 269 774814 269 776094 269 777374 269 778654 269 779934 269 781214 269 782494 269 783774 272 785054 274 786334 274 787614 274 788894 274 790174 274 791454 274 792734 274 794019 269 795299 269 796579 269 797859 269 799139 269 800419 269 801699 269 802979 273 804259 274 805539 274 806819 274 808099 274 809379 274 810659 274 811939 274 813219 269 814499 269 815779 269 817059 269 818339 269 819619 269 820899 269 822184 269 823464 269 824744 269 826024 269 827304 269 828584 269 829864 269 831144 269 832424 269 833704 269 834984 269 836264 269 837544 269 838824 269 840104 269 841389 264 842669 264 843949 264 845229 264 846514 259 847794 259 849074 259 850354 259 851634 259 852914 259 854194 259 855474 259 856759 254 858039 254 859319 254 860604 249 861884 249 863164 249 864444 249 865724 249 867004 249 868284 249 869564 249 870849 244 872129 244 873409 244 874689 244 875969 244 877249 244 878529 244 879814 9 879824 224 881094 9 881104 224 882374 9 882384 224 883654 9 883664 224 884944 224 886224 224 887504 224 888784 224 890069 219 891349 219 892629 219 893909 219 895204 199 896484 199 897764 199 899044 9 899054 189 900324 9 900334 189 901604 9 901614 189 902884 9 902894 189 904184 179 905464 179 906744 179 908024 179 909309 169 910589 169 911869 169 913149 169 914434 159 915714 159 916994 159 918284 144 919564 144 920844 144 922124 144 923404 144 924684 144 925964 144 927244 144 928534 129 929814 129 931094 129 932374 129 933654 124 934934 124 936214 124 937504 109 938784 109 940064 109 941344 109 942634 94 943914 94 945194 94 946474 94 947764 79 949044 79 950324 79 951604 79 952894 54 954174 54 955454 54
268d4b4ef4d95ceea11957998906d369_1,
7cdf3f33c3ca4d5060a633a8d5b2b2b5_0,
7cdf3f33c3ca4d5060a633a8d5b2b2b5_1,113499 9 114779 9 116059 9 117339 9 118619 9 119899 9 121179 9 122460 7 123564 24 124844 24 126124 24 127399 34 128679 34 129959 34 131239 34 132514 44 132559 9 132569 9 132579 9 132589 9 132599 9 132609 9 133794 44 133839 9 133849 9 133859 9 133869 9 133879 9 133889 9 135074 44 135119 9 135129 9 135139 9 135149 9 135159 9 135169 9 136354 44 136399 9 136409 9 136419 9 136429 9 136439 9 136449 9 137634 109 137744 9 138914 109 139024 9 140194 109 140304 9 141474 109 141584 9 142749 129 142879 9 144029 129 144159 9 145309 129 145439 9 146589 139 147869 139 149149 139 150429 139 151704 144 152984 144 154264 144 155544 144 156824 149 158104 149 159384 149 160664 139 160804 9 161944 149 163224 149 164504 149 165779 154 167059 154 168339 154 169619 154 170899 159 172179 159 173459 159 174739 159 176019 159 177299 159 178579 159 179859 157 181139 159 182419 159 183699 159 184979 159 186259 159 187539 159 188819 159 190099 159 191379 159 192659 159 193939 159 195219 159 196499 159 197779 159 199054 164 200334 164 201614 164 202894 164 204174 164 205454 164 206734 164 208014 164 209294 164 210574 164 211854 164 213134 164 214414 169 214584 9 215694 169 215864 9 216974 169 217144 9 218254 184 218439 9 219534 184 219719 9 220814 184 220999 9 222094 184 222279 9 223374 199 224654 199 225934 199 227214 199 228494 204 229774 204 231054 204 232334 204 233614 204 234894 204 236174 204 237449 209 237659 9 238729 209 238939 9 240009 209 240219 9 241289 209 241499 9 242569 219 243849 219 245129 219 246409 219 247689 229 248969 229 250249 229 251529 229 252809 234 254089 234 255369 234 256649 234 257929 234 259209 234 260489 234 261769 234 263049 234 264329 234 265609 234 266884 239 268164 239 269444 239 270724 239 272004 239 273284 239 274564 239 275844 239 277124 239 278404 239 279684 239 280964 234 282244 234 283524 234 284804 234 286084 234 287364 234 288644 234 289924 234 291204 234 292484 234 293764 234 295044 234 296324 234 297604 234 298884 234 300164 234 301444 234 302724 234 304004 234 305279 239 306559 239 307839 239 309119 239 310399 234 311679 234 312959 234 314239 234 315519 234 316799 234 318079 234 319359 234 320639 234 321919 234 323199 234 324479 234 325759 234 327039 234 328319 234 329599 234 330879 234 332159 234 333439 234 334719 234 335999 234 337279 234 338559 234 339839 234 341119 234 342399 234 343679 234 344959 234 346239 234 347519 234 348799 229 350079 229 351359 229 352639 229 353919 229 355199 229 356479 229 357764 224 359044 224 360324 224 361604 224 362884 219 364164 219 365444 219 366724 219 368004 219 369284 219 370564 219 371844 219 373124 219 374404 219 375684 219 376964 219 378244 219 379524 219 380804 219 382084 219 383364 219 384644 219 385924 219 387204 219 388484 219 389764 219 391049 214 392329 214 393609 214 394889 214 396169 209 397449 209 398729 209 400009 209 401289 204 402569 204 403849 204 405129 204 406409 204 407689 204 408969 204 410249 204 411529 204 412809 204 414089 204 415369 199 416649 199 417929 199 419209 199 420494 189 421774 189 423054 189 424334 188 425614 189 426894 189 428174 189 429454 189 430734 189 432014 189 433294 189 434579 179 435859 179 437139 179 438419 179 439699 174 440979 174 442259 174 443539 172 444819 159 444979 9 446099 159 446259 9 447379 159 447539 9 448659 154 449939 154 451219 154 452499 154 453779 149 455059 149 456339 149 457619 149 458899 149 460179 149 461459 149 462744 134 464024 139 465304 139 466584 139 467864 139 469144 139 470424 139 471704 139 472989 129 474269 129 475549 129 476829 129 478109 124 479389 124 480669 124 481949 109 483229 109 484509 109 485789 109 487074 99 488354 99 489634 99 490914 99 492199 89 493479 89 494759 89 496039 89 497319 84 498599 84 499879 84 501164 34 502444 34 503724 34 505004 34 506294 14 507574 14 508854 14 510134 14
eff05dec1eb3a70b145a7d8d3b6c0ed7_0,415444 29 415474 9 416724 29 416754 9 418004 29 418034 9 419284 29 419314 9 420564 59 421844 59 423124 59 424404 59 425664 84 426944 84 428224 84 429499 99 430779 99 432059 99 433339 99 434614 109 435894 109 437174 109 438454 109 439724 124 441004 124 442284 124 443564 124 444834 134 446114 134 447394 134 448664 149 449944 149 451224 149 452504 149 453774 159 455054 159 456334 159 457614 159 458884 174 460164 174 461444 174 462724 174 463999 179 465279 179 466559 179 467834 184 469114 184 470394 184 471674 184 472949 189 474229 189 475509 189 476789 189 478064 194 479344 194 480624 194 481904 194 483184 194 484464 194 485744 194 487019 204 488299 204 489579 204 490859 204 492134 209 493414 209 494694 209 495974 209 497254 204 498534 204 499814 204 501090 208 502369 209 503649 209 504929 209 506204 214 507484 214 508764 214 510044 214 511319 219 512599 219 513879 219 515159 219 516434 224 517714 224 518994 224 520274 224 521554 224 522834 224 524114 224 525394 224 526674 224 527954 224 529234 224 530509 229 531789 229 533069 229 534349 229 535629 229 536909 229 538189 229 539469 229 540749 229 542029 229 543309 229 544584 234 545864 234 547144 234 548424 234 549704 229 550984 229 552264 229 553544 229 554824 229 556104 229 557384 229 558664 229 559944 229 561224 229 562504 229 563779 229 565059 229 566339 229 567619 229 568899 229 570179 229 571459 229 572739 229 574019 229 575299 229 576579 229 577859 229 579139 229 580419 229 581699 229 582979 224 584259 224 585539 224 586819 224 588094 229 589374 229 590654 229 591934 229 593214 224 594494 224 595774 224 597054 224 598334 224 599614 224 600894 224 602169 224 603449 224 604729 224 606009 224 607289 224 608569 224 609849 224 611129 224 612409 219 613689 219 614969 219 616249 214 617529 214 618809 214 620089 214 621364 214 622644 214 623924 214 625204 214 626484 209 627764 209 629044 209 630324 209 631599 209 632879 209 634159 209 635439 204 636719 204 637999 204 639279 204 640559 199 641839 199 643119 199 644399 199 645679 194 646959 194 648239 194 649519 194 650804 184 652084 184 653364 184 654649 174 655929 174 657209 174 658489 174 659769 169 661049 169 662329 169 663609 169 664889 164 666169 164 667449 164 668729 164 670014 154 671294 154 672574 154 673854 149 675134 149 676414 149 677694 149 678979 129 680259 129 681539 129 682819 129 684099 124 685379 124 686659 124 687939 124 689224 109 690504 109 691784 109 693064 99 694344 99 695624 99 696904 99 698189 69 698259 9 699469 69 699539 9 700749 69 700819 9 702029 69 702099 9 703314 49 704594 49 705874 49 707154 49
eff05dec1eb3a70b145a7d8d3b6c0ed7_1,
ca4d5060a633a8d5b2b2b55157b7781e_0,
ca4d5060a633a8d5b2b2b55157b7781e_1,587834 9 589114 9 590394 9 591674 9 592944 29 594224 29 595504 29 596784 29 598064 29 599344 29 600624 29 601899 44 603179 44 604459 44 605739 44 607014 49 608294 49 609574 49 610854 49 612129 59 613409 59 614689 59 615964 69 617244 69 618524 69 619804 69 621084 69 622364 69 623644 69 624924 69 626204 69 627484 69 628764 69 630044 69 631324 74 632604 74 633884 74 635164 79 636444 79 637724 79 639004 79 640284 79 641564 79 642844 79 644124 79 645404 79 646684 79 647964 79 649244 79 650524 79 651804 79 653084 79 654364 54 654419 14 655644 54 655699 14 656924 54 656979 14 658204 54 658259 14 659484 49 659544 9 660764 49 660824 9 662044 49 662104 9 663324 49 663384 9 664609 44 665889 44 667169 44 668449 44 669734 29 669764 9 671014 29 671044 9 672294 29 672324 9 673579 9 673589 9 674859 9 674869 9 676139 9 676149 9 677419 9 677429 9 750464 9 751744 9 753024 9 754304 9 755584 14 756864 14 758144 14 759424 14 760704 19 761984 19 763264 19 764544 19 765809 9 765819 29 767089 9 767099 29 768369 9 768379 29 769644 49 770924 49 772204 49 773484 49 774764 49 776044 49 777324 49 778604 49 779874 9 779884 49 781154 9 781164 49 782434 9 782444 49 783701 5 783711 62 784979 9 784989 64 786259 9 786269 64 787539 9 787549 64 788804 9 788814 24 788839 54 790084 9 790094 24 790119 54 791364 9 791374 24 791399 54 792644 9 792654 24 792679 54 793924 9 793934 9 793944 9 793964 54 795204 9 795214 9 795224 9 795244 54 796484 9 796494 9 796504 9 796524 54 797764 9 797774 9 797784 9 797804 54 799054 19 799074 9 799084 54 800334 19 800354 9 800364 54 801614 19 801634 9 801644 54 802890 87 804169 89 805449 89 806729 89 808009 94 809289 94 810569 94 811849 94 813134 89 814414 89 815694 89 816974 89 818254 89 819534 89 820814 89 822094 94 823374 94 824654 94 825934 94 827219 94 828499 94 829779 94 831059 94 832339 94 833619 94 834899 94 836179 94 837454 99 838734 99 840014 99 841294 99 842574 99 843854 99 845134 99 846419 94 847699 94 848979 94 850259 94 851544 89 852824 89 854104 89 855384 89 856664 89 857944 89 859224 89 860504 89 861784 89 863064 89 864344 89 865634 79 866914 79 868194 79 869474 79 870754 79 872034 79 873314 79 874594 79 875874 79 877154 79 878434 79 879714 79 880994 79 882274 79 883554 79 884844 64 886124 64 887404 64 888684 64 889964 64 891244 64 892524 64 893804 64 895084 64 896364 64 897644 64 898924 59 900204 59 901484 59 902764 59 904044 9 904064 39 905324 9 905344 39 906604 9 906624 39 907884 9 907904 39 909164 9 909184 29 909214 9 910444 9 910464 29 910494 9 911724 9 911744 29 911774 9 913004 9 913024 29 913054 9 914304 24 915584 24 916864 24 918144 9 918154 14 919424 9 919434 14 920704 9 920714 14 921984 9 921994 14
