Id,Expected
285e26c90e1797c77826f9a7021bab9f_0,
285e26c90e1797c77826f9a7021bab9f_1,
7cdf3f33c3ca4d5060a633a8d5b2b2b5_0,
7cdf3f33c3ca4d5060a633a8d5b2b2b5_1,
eff05dec1eb3a70b145a7d8d3b6c0ed7_0,415444 9 415454 19 416724 9 416734 19 418004 9 418014 19 419284 9 419294 19 420539 69 421819 69 423099 69 424379 69 425644 89 426924 89 428204 89 429464 119 430744 119 432024 119 433304 119 434574 134 435854 134 437134 134 438414 134 439684 149 440964 149 442244 149 443524 149 444799 159 446079 159 447359 159 448639 164 449919 164 451199 164 452479 164 453754 169 455034 169 456314 169 457594 169 458869 179 460149 179 461429 179 462709 179 463984 184 465264 184 466544 184 467819 194 469099 194 470379 194 471659 194 472939 194 474219 194 475499 194 476779 194 478054 204 479334 204 480614 204 481894 204 483174 204 484454 204 485734 204 487009 209 488289 209 489569 209 490849 209 492129 209 493409 209 494689 209 495969 209 497249 209 498529 209 499809 209 501085 213 502364 214 503644 214 504924 214 506204 219 507484 219 508764 219 510044 219 511324 219 512604 219 513884 219 515164 219 516444 219 517724 219 519004 219 520284 219 521564 219 522844 219 524124 219 525399 224 526679 224 527959 224 529239 224 530519 224 531799 224 533079 224 534359 224 535639 219 536919 219 538199 219 539479 219 540759 219 542039 219 543319 219 544599 219 545879 219 547159 219 548439 219 549719 219 550999 219 552279 219 553559 219 554839 219 556119 219 557399 219 558679 214 559959 214 561239 214 562519 214 563799 214 565079 214 566359 214 567639 214 568919 214 570199 214 571479 214 572759 214 574039 209 575319 209 576599 209 577879 209 579159 209 580439 209 581719 209 582999 209 584279 209 585559 209 586839 209 588119 204 589399 204 590679 204 591959 204 593244 199 594524 199 595804 199 597084 194 598364 194 599644 194 600924 194 602204 194 603484 194 604764 194 606044 194 607329 184 608609 184 609889 184 611169 184 612454 174 613734 174 615014 174 616294 169 617574 169 618854 169 620134 169 621414 164 622694 164 623974 164 625254 164 626534 159 627814 159 629094 159 630374 159 631664 144 632944 144 634224 144 635504 139 636784 139 638064 139 639344 139 640624 134 641904 134 643184 134 644464 134 645744 129 647024 129 648304 129 649584 129 650874 114 652154 114 653434 114 654714 109 655994 109 657274 109 658554 109 659844 89 661124 89 662404 89 663684 89 664964 84 666244 84 667524 84 668804 84 670094 64 671374 64 672654 64 673934 9 673944 44 675214 9 675224 44 676494 9 676504 44 677774 9 677784 44 679074 24 680354 24 681634 24 682914 24
eff05dec1eb3a70b145a7d8d3b6c0ed7_1,
268d4b4ef4d95ceea11957998906d369_0,645624 49 646904 49 648184 49 649464 49 650739 64 652019 64 653299 64 654574 74 655854 74 657134 74 658414 74 659679 94 660959 94 662239 94 663519 94 664799 104 666079 104 667359 104 668639 104 669914 114 671194 114 672474 114 673749 129 675029 129 676309 129 677589 129 678864 139 680144 139 681424 139 682704 139 683984 149 685264 149 686544 149 687824 149 689094 169 690374 169 691654 169 692934 174 694214 174 695494 174 696774 174 698049 189 699329 189 700609 189 701889 189 703164 199 704444 199 705724 199 707004 199 708284 209 709564 209 710844 209 712124 214 713404 214 714684 214 715964 214 717239 224 718519 224 719799 224 721079 224 722359 229 723639 229 724919 229 726199 229 727474 234 728754 234 730034 234 731314 239 732594 239 733874 239 735154 239 736434 239 737714 239 738994 239 740274 239 741554 244 742834 244 744114 244 745394 244 746674 244 747954 244 749234 244 750514 244 751794 244 753074 244 754354 244 755634 249 756914 249 758194 249 759474 249 760754 249 762034 249 763314 249 764594 249 765869 259 767149 259 768429 259 769709 259 770989 259 772269 259 773549 259 774834 254 776114 254 777394 254 778674 254 779954 254 781234 254 782514 254 783794 257 785074 259 786354 259 787634 259 788914 259 790194 259 791474 259 792754 259 794034 259 795314 259 796594 259 797874 259 799154 264 800434 264 801714 264 802999 259 804279 259 805559 259 806839 259 808119 259 809399 259 810679 259 811959 259 813239 259 814519 259 815799 259 817079 259 818359 259 819639 259 820919 259 822204 254 823484 254 824764 254 826044 254 827324 254 828604 254 829884 254 831164 254 832444 254 833724 254 835004 254 836284 254 837564 254 838844 254 840124 254 841414 9 841424 234 842694 9 842704 234 843974 9 843984 234 845254 9 845264 234 846534 9 846544 234 847814 9 847824 234 849094 9 849104 234 850374 9 850384 234 851674 224 852954 224 854234 224 855514 224 856794 224 858074 224 859354 224 860634 224 861914 224 863194 224 864474 224 865759 219 867039 219 868319 219 869599 219 870894 204 872174 204 873454 204 874734 204 876014 204 877294 204 878574 204 879864 189 881144 189 882424 189 883704 189 884984 189 886264 189 887544 189 888824 189 890114 174 891394 174 892674 174 893954 174 895234 174 896514 174 897794 174 899084 159 900364 159 901644 159 902924 159 904204 159 905484 159 906764 159 908044 159 909334 9 909344 134 910614 9 910624 134 911894 9 911904 134 913174 9 913184 134 914454 9 914464 129 915734 9 915744 129 917014 9 917024 129 918314 119 919594 119 920874 119 922154 119 923434 114 924714 114 925994 114 927274 114 928554 109 929834 109 931114 109 932394 109 933674 104 934954 104 936234 104 937524 89 938804 89 940084 89 941364 89 942644 9 942654 74 943924 9 943934 74 945204 9 945214 74 946484 9 946494 74 947774 69 949054 69 950334 69 951614 69 952904 9 952914 39 954184 9 954194 39 955464 9 955474 39
268d4b4ef4d95ceea11957998906d369_1,
fcd6da15fc656702fa602bb3c7abacdb_0,
fcd6da15fc656702fa602bb3c7abacdb_1,
4ef4d95ceea11957998906d3694abb47_0,333779 9 335059 9 336339 9 337619 9 338879 59 340159 59 341439 59 342719 59 343974 94 345254 94 346534 94 347814 94 349079 109 350359 109 351639 109 352909 119 354189 119 355469 119 356749 119 358019 129 359299 129 360579 129 361859 129 363124 144 364404 144 365684 144 366964 144 368239 149 369519 149 370799 149 372069 159 373349 159 374629 159 375909 159 377184 164 378464 164 379744 164 381024 164 382299 169 383579 169 384859 169 386139 169 387414 174 388694 174 389974 174 391249 169 392529 169 393809 169 395089 169 396364 169 397644 169 398924 169 400204 169 401479 159 401639 9 402759 159 402919 9 404039 159 404199 9 405319 159 405479 9 406599 154 407879 154 409159 154 410439 149 411719 149 412999 149 414279 149 415554 144 416834 144 418114 144 419394 144 420674 134 421954 134 423234 134 424514 133 425789 134 427069 134 428349 134 429629 119 430909 119 432189 119 433469 119 434749 99 436029 99 437309 99 438589 99 439869 89 441149 89 442429 89 443711 85 444994 69 446274 69 447554 69 448844 54 450124 54 451404 54 452684 54 453979 29 455259 29 456539 29 457819 29 459109 9 460389 9 461669 9 956964 69 958244 69 959524 69 960804 69 962069 89 963349 89 964629 89 965909 89 967174 114 968454 114 969734 114 971014 114 972284 124 973564 124 974844 124 976119 139 977399 139 978679 139 979959 139 981234 144 982514 144 983794 144 985074 144 986349 154 987629 154 988909 154 990189 154 991469 159 992749 159 994029 159 995299 174 996579 174 997859 174 999139 174 1000419 179 1001699 179 1002979 179 1004259 179 1005534 189 1006814 189 1008094 189 1009374 189 1010654 189 1011934 189 1013214 189 1014494 194 1015774 194 1017054 194 1018334 194 1019614 199 1020894 199 1022174 199 1023454 199 1024734 204 1026014 204 1027294 204 1028574 204 1029854 209 1031134 209 1032414 209 1033689 224 1034969 224 1036249 224 1037529 224 1038809 229 1040089 229 1041369 229 1042649 229 1043929 234 1045209 234 1046489 234 1047769 234 1049049 234 1050329 234 1051609 234 1052889 229 1054169 229 1055449 229 1056729 229 1058009 229 1059289 229 1060569 229 1061849 229 1063124 229 1064404 229 1065684 229 1066964 229 1068244 229 1069524 229 1070804 229 1072089 224 1073369 224 1074649 224 1075929 224 1077209 224 1078489 224 1079769 224 1081049 224 1082329 224 1083609 224 1084889 224 1086174 219 1087454 219 1088734 219 1090014 219 1091299 214 1092579 214 1093859 214 1095139 214 1096424 204 1097704 204 1098984 204 1100264 204 1101544 204 1102824 204 1104104 204 1105394 189 1106674 189 1107954 189 1109234 189 1110519 179 1111799 179 1113079 179 1114359 179 1115654 14 1115689 124 1116934 14 1116969 124 1118214 14 1118249 124 1119494 14 1119529 124 1120814 114 1122094 114 1123374 114 1124664 94 1125944 94 1127224 94 1128504 94 1129789 84 1131069 84 1132349 84 1133629 84 1134914 74 1136194 74 1137474 74 1138754 74 1140034 54 1140089 9 1140099 9 1141314 54 1141369 9 1141379 9 1142594 54 1142649 9 1142659 9 1143884 29 1143914 9 1145164 29 1145194 9 1146444 29 1146474 9 1147724 29 1147754 9 1163024 19 1164304 19 1165584 19 1166864 19 1168144 34 1169424 34 1170704 34 1171984 34 1173269 44 1174549 44 1175829 44 1177109 44 1178394 54 1179674 54 1180954 54 1182254 34 1183534 34 1184814 34 1186094 34
4ef4d95ceea11957998906d3694abb47_1,
ca4d5060a633a8d5b2b2b55157b7781e_0,
ca4d5060a633a8d5b2b2b55157b7781e_1,
