Id,Expected
285e26c90e1797c77826f9a7021bab9f_0,
285e26c90e1797c77826f9a7021bab9f_1,
7cdf3f33c3ca4d5060a633a8d5b2b2b5_0,
7cdf3f33c3ca4d5060a633a8d5b2b2b5_1,
eff05dec1eb3a70b145a7d8d3b6c0ed7_0,
eff05dec1eb3a70b145a7d8d3b6c0ed7_1,
268d4b4ef4d95ceea11957998906d369_0,
268d4b4ef4d95ceea11957998906d369_1,
fcd6da15fc656702fa602bb3c7abacdb_0,
fcd6da15fc656702fa602bb3c7abacdb_1,
4ef4d95ceea11957998906d3694abb47_0,473282 1
4ef4d95ceea11957998906d3694abb47_1,
ca4d5060a633a8d5b2b2b55157b7781e_0,
ca4d5060a633a8d5b2b2b55157b7781e_1,
60a633a8d5b2b2b55157b7781e2c706c_0,
60a633a8d5b2b2b55157b7781e2c706c_1,
c656702fa602bb3c7abacdbd7e6afd56_0,
c656702fa602bb3c7abacdbd7e6afd56_1,
02fa602bb3c7abacdbd7e6afd56ea7bc_0,
02fa602bb3c7abacdbd7e6afd56ea7bc_1,
7330398846f67b5df7cdf3f33c3ca4d5_0,411608 3 412887 5 414166 7 415446 8 415562 2 416725 10 416840 7 418005 10 418119 8 419285 9 419399 9 420566 8 420678 10 421847 5 421959 9 423239 8 424520 7 425800 7 427081 6 428361 5 429642 3 430922 1
7330398846f67b5df7cdf3f33c3ca4d5_1,
6d3694abb47953b0e4909384b57bb6a0_0,
6d3694abb47953b0e4909384b57bb6a0_1,
3f33c3ca4d5060a633a8d5b2b2b55157_0,631650 1 632928 6 634206 9 635484 12 636763 14 638041 17 639214 4 639320 19 640493 5 640599 20 641774 4 641879 20 643056 2 643159 20 644441 17 645723 14 647004 12 648286 9 649569 5
3f33c3ca4d5060a633a8d5b2b2b55157_1,
a15fc656702fa602bb3c7abacdbd7e6a_0,
a15fc656702fa602bb3c7abacdbd7e6a_1,
c22268d4b4ef4d95ceea11957998906d_0,
c22268d4b4ef4d95ceea11957998906d_1,
3c3ca4d5060a633a8d5b2b2b55157b77_0,
3c3ca4d5060a633a8d5b2b2b55157b77_1,
6f67b5df7cdf3f33c3ca4d5060a633a8_0,
6f67b5df7cdf3f33c3ca4d5060a633a8_1,
d5060a633a8d5b2b2b55157b7781e2c7_0,
d5060a633a8d5b2b2b55157b7781e2c7_1,
d3694abb47953b0e4909384b57bb6a05_0,676392 4 677671 5 678951 6 680230 7 681510 8 682789 9 684069 10 685349 10 686628 11 687908 12 689187 13 690467 13 691747 13 693026 15 694306 15 695586 15 696866 15 698146 15 699426 15 700707 13 701987 13 703268 11 704549 10 705829 9 707110 8 708391 6 709671 5 710954 2
d3694abb47953b0e4909384b57bb6a05_1,
998906d3694abb47953b0e4909384b57_0,
998906d3694abb47953b0e4909384b57_1,
cdf3f33c3ca4d5060a633a8d5b2b2b55_0,
cdf3f33c3ca4d5060a633a8d5b2b2b55_1,
9fc7330398846f67b5df7cdf3f33c3ca_0,
9fc7330398846f67b5df7cdf3f33c3ca_1,
e1797c77826f9a7021bab9fc73303988_0,
e1797c77826f9a7021bab9fc73303988_1,
ff05dec1eb3a70b145a7d8d3b6c0ed75_0,
ff05dec1eb3a70b145a7d8d3b6c0ed75_1,
7b5df7cdf3f33c3ca4d5060a633a8d5b_0,
7b5df7cdf3f33c3ca4d5060a633a8d5b_1,
633a8d5b2b2b55157b7781e2c706c75c_0,
633a8d5b2b2b55157b7781e2c706c75c_1,
68d4b4ef4d95ceea11957998906d3694_0,
68d4b4ef4d95ceea11957998906d3694_1,
0398846f67b5df7cdf3f33c3ca4d5060_0,
0398846f67b5df7cdf3f33c3ca4d5060_1,
0af3feff05dec1eb3a70b145a7d8d3b6_0,
0af3feff05dec1eb3a70b145a7d8d3b6_1,
15fc656702fa602bb3c7abacdbd7e6af_0,
15fc656702fa602bb3c7abacdbd7e6af_1,
f14e1e0ae936de314f2d95e6c487ffa6_0,
f14e1e0ae936de314f2d95e6c487ffa6_1,
8b8ec74baddc22268d4b4ef4d95ceea1_0,
8b8ec74baddc22268d4b4ef4d95ceea1_1,
c695325ded465efde988dfb96d081533_0,
c695325ded465efde988dfb96d081533_1,
5a51625559c7e610b1531871f2fd85a0_0,
5a51625559c7e610b1531871f2fd85a0_1,
a6d9ba9d45c3dbc695325ded465efde9_0,
a6d9ba9d45c3dbc695325ded465efde9_1,
4baddc22268d4b4ef4d95ceea1195799_0,
4baddc22268d4b4ef4d95ceea1195799_1,
343f27ebc5d92b9076135d76d0bbd4ce_0,
343f27ebc5d92b9076135d76d0bbd4ce_1,
71f2fd85a04faeeb2b535797395305af_0,835226 8 836504 11 837783 14 839062 15 840342 16 841622 16 842902 16 844183 14 845463 13 846744 12 848025 10 849306 8 850586 8 851867 6 853148 2
71f2fd85a04faeeb2b535797395305af_1,
e9082ea2c193ac8d551c149b60f29653_0,
e9082ea2c193ac8d551c149b60f29653_1,
ff55177a34fc01019eec999fd84e679b_0,
ff55177a34fc01019eec999fd84e679b_1,
45b21960c94b0aab4c024a573c692195_0,
45b21960c94b0aab4c024a573c692195_1,
e5e8f14e1e0ae936de314f2d95e6c487_0,
e5e8f14e1e0ae936de314f2d95e6c487_1,
395e56a6d9ba9d45c3dbc695325ded46_0,
395e56a6d9ba9d45c3dbc695325ded46_1,
936de314f2d95e6c487ffa651b477422_0,740452 2 741730 4 743009 6 744289 6 745568 8 746848 9 748128 9 749407 11 750687 11 751966 13 753246 13 754526 14 755805 15 757085 16 758365 16 759644 17 760924 18 762204 18 763483 20 764763 20 766043 21 767323 21 768602 23 769882 23 771162 23 772442 24 773721 25 775001 26 776281 26 777561 27 778841 27 780121 27 781401 27 782681 26 783962 25 785243 23 786523 21 787804 19 789085 17 790366 14 791647 12 792928 9 794210 5
936de314f2d95e6c487ffa651b477422_1,
5b21960c94b0aab4c024a573c692195f_0,
5b21960c94b0aab4c024a573c692195f_1,
c193ac8d551c149b60f2965341caf528_0,
c193ac8d551c149b60f2965341caf528_1,
8395e56a6d9ba9d45c3dbc695325ded4_0,
8395e56a6d9ba9d45c3dbc695325ded4_1,
a9d45c3dbc695325ded465efde988dfb_0,
a9d45c3dbc695325ded465efde988dfb_1,
85a04faeeb2b535797395305af926a6f_0,
85a04faeeb2b535797395305af926a6f_1,
a51625559c7e610b1531871f2fd85a04_0,
a51625559c7e610b1531871f2fd85a04_1,
692195f853af7f8a4df1ec859759b7c8_0,
692195f853af7f8a4df1ec859759b7c8_1,
625559c7e610b1531871f2fd85a04fae_0,
625559c7e610b1531871f2fd85a04fae_1,
5e8f14e1e0ae936de314f2d95e6c487f_0,
5e8f14e1e0ae936de314f2d95e6c487f_1,
1c0e9082ea2c193ac8d551c149b60f29_0,
1c0e9082ea2c193ac8d551c149b60f29_1,
559c7e610b1531871f2fd85a04faeeb2_0,713686 2 714965 5 716244 7 717522 10 718801 11 720080 13 721359 14 722639 15 723919 15 725198 16 726479 14 727760 13 729041 12 730321 11 731602 10 732883 8 734163 8 735444 7 736725 5 738005 5 739286 2 740566 1
559c7e610b1531871f2fd85a04faeeb2_1,
faef7fdb2d45b21960c94b0aab4c024a_0,
faef7fdb2d45b21960c94b0aab4c024a_1,
82ea2c193ac8d551c149b60f2965341c_0,
82ea2c193ac8d551c149b60f2965341c_1,
c7e610b1531871f2fd85a04faeeb2b53_0,
c7e610b1531871f2fd85a04faeeb2b53_1,
e56a6d9ba9d45c3dbc695325ded465ef_0,
e56a6d9ba9d45c3dbc695325ded465ef_1,
e1e0ae936de314f2d95e6c487ffa651b_0,
e1e0ae936de314f2d95e6c487ffa651b_1,
3c692195f853af7f8a4df1ec859759b7_0,428363 4 429642 7 430921 9 432200 11 433480 11 434759 13 436039 13 437319 13 438600 11 439880 11 441160 10 442441 9 443721 8 445002 7 446282 6 447563 4 448845 2
3c692195f853af7f8a4df1ec859759b7_1,
f7fdb2d45b21960c94b0aab4c024a573_0,
f7fdb2d45b21960c94b0aab4c024a573_1,
a48847ae8395e56a6d9ba9d45c3dbc69_0,
a48847ae8395e56a6d9ba9d45c3dbc69_1,
aeeb2b535797395305af926a6f23c5d6_0,
aeeb2b535797395305af926a6f23c5d6_1,
26679bff55177a34fc01019eec999fd8_0,
26679bff55177a34fc01019eec999fd8_1,
6679bff55177a34fc01019eec999fd84_0,297916 8 299191 17 300364 5 300466 25 301641 15 301742 32 302919 22 303019 38 304197 28 304296 43 305475 33 305574 47 306753 38 306851 52 308031 43 308130 55 309309 47 309408 58 310587 51 310686 61 311865 55 311965 64 313143 58 313244 66 314421 61 314522 69 315699 65 315801 71 316978 67 317080 73 318258 67 318360 73 319537 68 319640 73 320818 67 320919 74 322099 65 322200 73 323381 63 323480 73 324662 61 324760 73 325943 59 326040 72 327225 57 327320 72 328506 55 328600 72 329787 53 329880 72 331068 51 331160 71 332349 49 332440 71 333631 46 333721 70 334912 44 335001 70 336193 42 336281 70 337474 40 337561 69 338755 38 338841 69 340036 35 340121 69 341317 33 341401 69 342598 30 342681 69 343878 28 343961 68 345159 25 345242 67 346440 22 346522 67 347721 19 347802 67 349002 15 349082 67 350283 11 350362 67 351564 7 351642 66 352846 2 352922 66 354202 66 355482 66 356762 66 358043 65 359323 64 360603 64 361883 64 363163 64 364443 64 365723 64 367003 63 368283 63 369563 63 370844 62 370994 3 372124 62 372272 7 373404 62 373550 10 374684 62 374828 13 375964 62 376108 13 377245 60 377387 14 378525 60 378667 14 379806 59 379948 12 381087 58 381230 10 382367 58 382511 8 383648 57 383792 7 384929 56 385074 3 386209 56 387490 55 388771 54 390051 54 391332 53 392612 54 393893 53 395173 53 396454 52 397734 52 399015 51 400295 51 401576 50 402856 50 404137 49 405417 49 406698 48 407978 48 409258 48 410539 47 411819 47 413006 1 413100 46 414285 3 414380 46 415564 4 415660 46 416843 6 416941 45 418122 8 418221 45 419402 8 419501 45 420682 9 420782 44 421961 11 422062 44 423241 11 423342 44 424521 12 424623 43 425800 13 425903 43 427080 13 427183 43 428360 14 428463 43 429639 15 429744 42 430919 16 431024 42 432199 16 432304 42 433479 16 433585 40 434759 15 434866 38 436040 13 436146 37 437321 11 437427 35 438602 8 438709 31 439883 5 439990 28 441166 1 441271 25 442552 22 443834 19 445115 16 446396 13 447677 10 448959 5
6679bff55177a34fc01019eec999fd84_1,
1531871f2fd85a04faeeb2b535797395_0,
1531871f2fd85a04faeeb2b535797395_1,
b21960c94b0aab4c024a573c692195f8_0,
